make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Volkswagen,Jetta SportWagen,42,30,34,4,Front-Wheel Drive,Diesel,2014
Mercedes-Benz,E63 AMG 4matic (wagon),21,15,17,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,E63 AMG S 4matic (wagon),21,15,18,8,4-Wheel Drive,Premium,2014
Chevrolet,Equinox FWD,24,17,20,6,Front-Wheel Drive,Regular,2014
Chevrolet,Equinox FWD,32,22,26,4,Front-Wheel Drive,Regular,2014
Chevrolet,Equinox FWD,24,17,20,6,Front-Wheel Drive,Gasoline or E85,2014
GMC,Terrain FWD,24,17,20,6,Front-Wheel Drive,Regular,2014
GMC,Terrain FWD,32,22,26,4,Front-Wheel Drive,Regular,2014
GMC,Terrain FWD,24,17,20,6,Front-Wheel Drive,Gasoline or E85,2014
Infiniti,QX70 RWD,24,17,19,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,GLK350,26,19,22,6,Rear-Wheel Drive,Premium,2014
Volkswagen,Tiguan,26,21,23,4,Front-Wheel Drive,Premium,2014
Volkswagen,Tiguan,26,18,21,4,Front-Wheel Drive,Premium,2014
Audi,Q5 Hybrid,30,24,26,4,All-Wheel Drive,Premium,2014
Audi,Q5,26,18,21,6,All-Wheel Drive,Premium,2014
Audi,Q5,28,20,23,4,All-Wheel Drive,Premium or E85,2014
Buick,Encore AWD,30,23,26,4,All-Wheel Drive,Regular,2014
Chevrolet,Equinox AWD,23,16,19,6,All-Wheel Drive,Regular,2014
Chevrolet,Equinox AWD,29,20,23,4,All-Wheel Drive,Regular,2014
Chevrolet,Equinox AWD,29,20,23,4,All-Wheel Drive,Gasoline or E85,2014
GMC,Terrain AWD,23,16,19,6,All-Wheel Drive,Regular,2014
GMC,Terrain AWD,29,20,23,4,All-Wheel Drive,Regular,2014
GMC,Terrain AWD,29,20,23,4,All-Wheel Drive,Gasoline or E85,2014
Infiniti,QX70 AWD,20,14,16,8,All-Wheel Drive,Premium,2014
Infiniti,QX70 AWD,22,16,18,6,All-Wheel Drive,Premium,2014
Mercedes-Benz,GLK350 4matic,25,19,21,6,4-Wheel Drive,Premium,2014
Cadillac,Escalade 2WD,18,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
Cadillac,Escalade ESV 2WD,18,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
GMC,Yukon C10 2WD,18,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
GMC,Yukon XL C10 2WD,18,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
Audi,Q7,28,19,22,6,All-Wheel Drive,Diesel,2014
Audi,Q7,22,16,18,6,All-Wheel Drive,Premium,2014
Cadillac,Escalade AWD,18,13,15,8,All-Wheel Drive,Gasoline or E85,2014
Cadillac,Escalade ESV AWD,18,13,14,8,All-Wheel Drive,Gasoline or E85,2014
Chevrolet,Tahoe K10 4WD,21,15,17,8,4-Wheel Drive,Gasoline or E85,2014
Chevrolet,Suburban K10 4WD,21,15,17,8,4-Wheel Drive,Gasoline or E85,2014
GMC,Yukon XL K10 4WD,21,15,17,8,4-Wheel Drive,Gasoline or E85,2014
GMC,Yukon K10 4WD,21,15,17,8,4-Wheel Drive,Gasoline or E85,2014
GMC,Yukon Denali K10 AWD,18,13,15,8,All-Wheel Drive,Gasoline or E85,2014
GMC,Yukon XL K10 AWD,18,13,14,8,All-Wheel Drive,Gasoline or E85,2014
Chevrolet,Volt,40,35,37,4,Front-Wheel Drive,Premium Gas or Electricity,2014
Honda,Fit EV,105,132,118,,Front-Wheel Drive,Electricity,2014
Mazda,6,40,28,32,4,Front-Wheel Drive,Regular,2014
Chevrolet,Corvette,29,17,21,8,Rear-Wheel Drive,Premium,2014
Mazda,MX-5,28,22,25,4,Rear-Wheel Drive,Premium,2014
Mazda,MX-5,28,21,24,4,Rear-Wheel Drive,Premium,2014
Mazda,MX-5,28,21,23,4,Rear-Wheel Drive,Premium,2014
Audi,RS 5 Cabriolet,22,16,18,8,All-Wheel Drive,Premium,2014
Ford,Fiesta SFE FWD,38,28,32,4,Front-Wheel Drive,Regular,2014
Maserati,GranTurismo,21,13,16,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,E350 Coupe,30,20,24,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,E350 Convertible,28,20,23,6,Rear-Wheel Drive,Premium or E85,2014
Mercedes-Benz,E350 Convertible,28,19,22,6,Rear-Wheel Drive,Premium,2014
Volkswagen,Beetle Convertible,29,23,25,4,Front-Wheel Drive,Premium,2014
Volkswagen,Eos,30,22,25,4,Front-Wheel Drive,Premium,2014
Bentley,Continental GT,24,15,18,8,All-Wheel Drive,Premium,2014
Chevrolet,Sonic,35,26,30,4,Front-Wheel Drive,Regular,2014
Mercedes-Benz,C350,29,20,23,6,Rear-Wheel Drive,Premium,2014
Subaru,Impreza AWD,25,19,21,4,All-Wheel Drive,Premium,2014
Subaru,Impreza AWD,23,17,19,4,All-Wheel Drive,Premium,2014
Toyota,Yaris,37,30,33,4,Front-Wheel Drive,Regular,2014
Toyota,Yaris,36,30,32,4,Front-Wheel Drive,Regular,2014
Volkswagen,Beetle,30,24,26,4,Front-Wheel Drive,Premium,2014
Volkswagen,Jetta,36,26,30,4,Front-Wheel Drive,Regular,2014
Volkswagen,Jetta,36,25,29,4,Front-Wheel Drive,Regular,2014
Volkswagen,Jetta,32,24,27,4,Front-Wheel Drive,Premium,2014
Volkswagen,Jetta,33,23,26,4,Front-Wheel Drive,Premium,2014
Volkswagen,Jetta,29,23,25,4,Front-Wheel Drive,Regular,2014
Volkswagen,Jetta,34,24,28,4,Front-Wheel Drive,Regular,2014
Audi,A6 quattro,38,24,29,6,All-Wheel Drive,Diesel,2014
Cadillac,CTS Sedan AWD,28,19,22,4,All-Wheel Drive,Regular,2014
Cadillac,CTS Sedan,30,20,23,4,Rear-Wheel Drive,Regular,2014
Chevrolet,Sonic 5,35,26,30,4,Front-Wheel Drive,Regular,2014
Infiniti,Q50a,30,20,23,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q50,29,20,23,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q50a AWD,27,19,22,6,All-Wheel Drive,Premium,2014
Infiniti,Q50 AWD,27,19,22,6,All-Wheel Drive,Premium,2014
Mazda,3 5-Door,40,29,33,4,Front-Wheel Drive,Regular,2014
Mazda,3 5-Door,40,30,33,4,Front-Wheel Drive,Regular,2014
Mercedes-Benz,E63 AMG 4matic,23,16,19,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,E63 AMG S 4matic,22,15,18,8,4-Wheel Drive,Premium,2014
Volkswagen,Passat,40,30,34,4,Front-Wheel Drive,Diesel,2014
Volkswagen,Passat,43,31,35,4,Front-Wheel Drive,Diesel,2014
Volkswagen,Passat,35,24,28,4,Front-Wheel Drive,Regular,2014
Volkswagen,Passat,34,24,28,4,Front-Wheel Drive,Regular,2014
Volkswagen,Passat,31,22,25,5,Front-Wheel Drive,Regular,2014
Volkswagen,Passat,32,22,26,5,Front-Wheel Drive,Regular,2014
Chevrolet,Impala,28,18,21,6,Front-Wheel Drive,Regular,2014
Fiat,500 L,33,24,27,4,Front-Wheel Drive,Premium,2014
Fiat,500 L,33,25,28,4,Front-Wheel Drive,Premium,2014
Subaru,Impreza Wagon AWD,25,19,21,4,All-Wheel Drive,Premium,2014
Subaru,Impreza Wagon AWD,23,17,19,4,All-Wheel Drive,Premium,2014
Volkswagen,Jetta SportWagen,39,29,33,4,Front-Wheel Drive,Diesel,2014
Ram,1500 2WD,20,14,16,8,Rear-Wheel Drive,Midgrade,2014
Ram,1500 4WD,23,16,19,6,4-Wheel Drive,Regular,2014
Chrysler,Town and Country,25,17,20,6,Front-Wheel Drive,Gasoline or E85,2014
Dodge,Grand Caravan,25,17,20,6,Front-Wheel Drive,Gasoline or E85,2014
Volkswagen,Routan,25,17,20,6,Front-Wheel Drive,Gasoline or E85,2014
Chevrolet,Captiva FWD,24,17,19,6,Front-Wheel Drive,Gasoline or E85,2014
Infiniti,QX60 FWD,26,20,22,6,Front-Wheel Drive,Premium,2014
Mitsubishi,Outlander Sport 2WD,30,24,26,4,Front-Wheel Drive,Regular,2014
Mitsubishi,Outlander Sport 2WD,31,24,27,4,Front-Wheel Drive,Regular,2014
Nissan,Pathfinder 2WD,26,20,22,6,Front-Wheel Drive,Regular,2014
Audi,Q5,31,24,27,6,All-Wheel Drive,Diesel,2014
Chevrolet,Captiva AWD,22,16,18,6,All-Wheel Drive,Gasoline or E85,2014
Chevrolet,Equinox AWD,23,16,19,6,All-Wheel Drive,Gasoline or E85,2014
GMC,Terrain AWD,23,16,19,6,All-Wheel Drive,Gasoline or E85,2014
Infiniti,QX60 AWD,25,19,21,6,All-Wheel Drive,Premium,2014
Jeep,Wrangler 4WD,21,17,18,6,4-Wheel Drive,Regular,2014
Mitsubishi,Outlander Sport 4WD,29,24,26,4,4-Wheel Drive,Regular,2014
Nissan,Pathfinder 4WD,25,19,21,6,4-Wheel Drive,Regular,2014
Subaru,Tribeca AWD,21,16,18,6,All-Wheel Drive,Regular,2014
Volkswagen,Tiguan 4motion,26,20,23,4,All-Wheel Drive,Premium,2014
Mercedes-Benz,ML350 4matic,22,17,19,6,4-Wheel Drive,Premium or E85,2014
Volkswagen,Touareg,23,17,19,6,All-Wheel Drive,Premium,2014
Chevrolet,Impala,29,19,22,6,Front-Wheel Drive,Gasoline or E85,2014
MINI,Cooper Clubvan,35,27,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Coupe,36,28,31,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Coupe,37,29,32,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Roadster,35,27,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Coupe,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Roadster,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Coupe,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Roadster,35,26,30,4,Front-Wheel Drive,Premium,2014
Nissan,370Z,26,19,22,6,Rear-Wheel Drive,Premium,2014
Nissan,370Z,26,18,21,6,Rear-Wheel Drive,Premium,2014
Nissan,370Z Roadster,25,18,21,6,Rear-Wheel Drive,Premium,2014
Nissan,370Z Roadster,25,17,20,6,Rear-Wheel Drive,Premium,2014
MINI,Cooper Convertible,35,27,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Convertible,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Convertible,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Clubman,35,27,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Clubman,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Clubman,35,26,30,4,Front-Wheel Drive,Premium,2014
Ford,Focus FWD,37,27,31,4,Front-Wheel Drive,Regular,2014
Ford,Focus FWD,37,27,31,4,Front-Wheel Drive,Regular,2014
Ford,Focus FWD,36,26,30,4,Front-Wheel Drive,Regular,2014
Ford,Focus FWD,32,23,26,4,Front-Wheel Drive,Regular,2014
Ford,Focus FWD FFV,37,26,30,4,Front-Wheel Drive,Gasoline or E85,2014
Ford,Focus FWD FFV,37,26,30,4,Front-Wheel Drive,Gasoline or E85,2014
Ford,Focus FWD FFV,36,26,30,4,Front-Wheel Drive,Gasoline or E85,2014
MINI,Cooper Countryman,30,25,27,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Paceman,30,25,27,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Countryman,32,25,28,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Countryman,32,26,29,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Countryman All4,30,23,26,4,All-Wheel Drive,Premium,2014
MINI,Cooper S Countryman All4,31,25,27,4,All-Wheel Drive,Premium,2014
MINI,Cooper S Paceman,32,25,28,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Paceman,32,26,29,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Paceman All4,30,23,26,4,All-Wheel Drive,Premium,2014
MINI,Cooper S Paceman All4,31,25,27,4,All-Wheel Drive,Premium,2014
MINI,JCW Countryman All4,30,23,26,4,All-Wheel Drive,Premium,2014
MINI,JCW Countryman All4,31,25,27,4,All-Wheel Drive,Premium,2014
MINI,JCW Paceman All4,30,23,26,4,All-Wheel Drive,Premium,2014
MINI,JCW Paceman All4,31,25,27,4,All-Wheel Drive,Premium,2014
Infiniti,QX80 2WD,20,14,16,8,Rear-Wheel Drive,Premium,2014
Infiniti,QX80 4WD,20,14,16,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,SLK250,33,23,26,4,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLK250,32,22,26,4,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLK350,29,21,24,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLS AMG Coupe,19,13,15,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLS AMG Roadster,19,13,15,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLS AMG GT Coupe,19,13,15,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLS AMG GT Roadster,19,13,15,8,Rear-Wheel Drive,Premium,2014
MINI,Cooper Roadster,35,28,31,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Roadster,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Coupe,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Coupe,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Roadster,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Convertible,35,28,31,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Convertible,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Convertible,35,26,30,4,Front-Wheel Drive,Premium,2014
Porsche,911 Carrera 4S Cabriolet,26,19,21,6,4-Wheel Drive,Premium,2014
Mercedes-Benz,C250 Coupe,31,22,25,4,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,C63 AMG Coupe,19,13,15,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,C350 4matic Coupe,27,19,22,6,4-Wheel Drive,Premium,2014
Mercedes-Benz,C350 Coupe,28,20,23,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,E550 Coupe,26,18,21,8,Rear-Wheel Drive,Premium,2014
MINI,Cooper Clubman,35,28,31,4,Front-Wheel Drive,Premium,2014
MINI,Cooper S Clubman,35,26,30,4,Front-Wheel Drive,Premium,2014
MINI,John Cooper Works Clubman,35,26,30,4,Front-Wheel Drive,Premium,2014
Volkswagen,Beetle Convertible,27,21,23,5,Front-Wheel Drive,Regular,2014
BMW,320i,36,24,28,4,Rear-Wheel Drive,Premium,2014
BMW,320i xDrive,35,23,27,4,All-Wheel Drive,Premium,2014
BMW,335i,32,22,25,6,Rear-Wheel Drive,Premium,2014
BMW,335i xDrive,30,20,24,6,All-Wheel Drive,Premium,2014
BMW,328d,45,32,37,4,Rear-Wheel Drive,Diesel,2014
BMW,328d xDrive,43,31,35,4,All-Wheel Drive,Diesel,2014
Chevrolet,Camaro,19,14,16,8,Rear-Wheel Drive,Premium,2014
Chevrolet,Camaro,18,12,14,8,Rear-Wheel Drive,Premium,2014
Chevrolet,Sonic,40,29,33,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic,37,27,31,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic RS,34,27,29,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic RS,33,25,28,4,Front-Wheel Drive,Regular,2014
Ford,Focus SFE FWD FFV,40,28,33,4,Front-Wheel Drive,Gasoline or E85,2014
Infiniti,Q50 Hybrid,36,29,31,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q50S Hybrid,34,28,30,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q50 Hybrid AWD,35,28,30,6,All-Wheel Drive,Premium,2014
Infiniti,Q50S Hybrid AWD,31,27,28,6,All-Wheel Drive,Premium,2014
Mercedes-Benz,C250,31,22,25,4,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,C63 AMG,19,13,15,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,CL600,18,12,14,12,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,CL65 AMG,18,12,14,12,Rear-Wheel Drive,Premium,2014
MINI,Cooper Countryman,35,28,31,4,Front-Wheel Drive,Premium,2014
MINI,Cooper Paceman,35,28,31,4,Front-Wheel Drive,Premium,2014
Volkswagen,Golf,30,23,26,5,Front-Wheel Drive,Regular,2014
Volkswagen,Beetle,29,22,25,5,Front-Wheel Drive,Regular,2014
Volkswagen,Beetle,31,22,25,5,Front-Wheel Drive,Regular,2014
BMW,528i,34,23,27,4,Rear-Wheel Drive,Premium,2014
BMW,535i,30,20,24,6,Rear-Wheel Drive,Premium,2014
Cadillac,CTS,19,14,16,8,Rear-Wheel Drive,Premium,2014
Cadillac,CTS V,19,14,16,8,Rear-Wheel Drive,Premium,2014
Cadillac,CTS,18,12,14,8,Rear-Wheel Drive,Premium,2014
Cadillac,CTS V,18,12,14,8,Rear-Wheel Drive,Premium,2014
Chevrolet,Cruze,38,26,30,4,Front-Wheel Drive,Regular,2014
Chevrolet,Cruze Eco,42,28,33,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic 5,40,29,33,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic 5,37,27,31,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic 5 RS,34,27,29,4,Front-Wheel Drive,Regular,2014
Chevrolet,Sonic 5 RS,33,25,28,4,Front-Wheel Drive,Regular,2014
Ford,Fusion FWD,36,23,28,4,Front-Wheel Drive,Regular,2014
Ford,Fusion FWD,37,25,29,4,Front-Wheel Drive,Regular,2014
Ford,Fusion AWD,31,22,25,4,All-Wheel Drive,Regular,2014
Ford,Fusion FWD,33,22,26,4,Front-Wheel Drive,Regular,2014
Ford,Fusion FWD,34,22,26,4,Front-Wheel Drive,Regular,2014
Ford,Fusion Energi Plug-in Hybrid,36,40,38,4,Front-Wheel Drive,Regular Gas and Electricity,2014
Jaguar,XF,30,19,23,4,Rear-Wheel Drive,Premium,2014
Lincoln,MKZ AWD,31,22,25,4,All-Wheel Drive,Regular,2014
Lincoln,MKZ FWD,33,22,26,4,Front-Wheel Drive,Regular,2014
Lincoln,MKZ AWD,26,18,21,6,All-Wheel Drive,Regular,2014
Lincoln,MKZ FWD,28,19,22,6,Front-Wheel Drive,Regular,2014
BMW,335i xDrive Gran Turismo,30,20,24,6,All-Wheel Drive,Premium,2014
BMW,535i xDrive Gran Turismo,26,18,21,6,All-Wheel Drive,Premium,2014
BMW,740i,29,19,22,6,Rear-Wheel Drive,Premium,2014
BMW,740Li,29,19,22,6,Rear-Wheel Drive,Premium,2014
Maserati,Quattroporte GTS,22,13,16,8,Rear-Wheel Drive,Premium,2014
BMW,328d xDrive Sports Wagon,43,31,35,4,All-Wheel Drive,Diesel,2014
Cadillac,CTS Wagon,19,14,16,8,Rear-Wheel Drive,Premium,2014
Cadillac,CTS Wagon,18,12,14,8,Rear-Wheel Drive,Premium,2014
Volkswagen,Jetta SportWagen,30,23,26,5,Front-Wheel Drive,Regular,2014
Volkswagen,Jetta SportWagen,33,23,26,5,Front-Wheel Drive,Regular,2014
Chevrolet,Silverado C15 2WD,24,18,20,6,Rear-Wheel Drive,Gasoline or E85,2014
GMC,Sierra C15 2WD,24,18,20,6,Rear-Wheel Drive,Gasoline or E85,2014
Ram,1500 2WD,22,15,17,8,Rear-Wheel Drive,Midgrade,2014
Ram,1500 2WD,25,17,20,6,Rear-Wheel Drive,Regular,2014
Ram,1500 2WD,25,17,20,6,Rear-Wheel Drive,Gasoline or E85,2014
Chevrolet,Silverado K15 4WD,22,17,19,6,4-Wheel Drive,Gasoline or E85,2014
GMC,Sierra K15 4WD,22,17,19,6,4-Wheel Drive,Gasoline or E85,2014
Ram,1500 4WD,19,13,15,8,4-Wheel Drive,Midgrade,2014
Ram,1500 4WD,23,16,19,6,4-Wheel Drive,Gasoline or E85,2014
Ram,1500 4WD,21,15,17,8,4-Wheel Drive,Midgrade,2014
Chrysler,Town and Country,25,17,20,6,Front-Wheel Drive,Regular,2014
Dodge,Grand Caravan,25,17,20,6,Front-Wheel Drive,Regular,2014
Ram,C/V,26,18,21,6,Front-Wheel Drive,Gasoline or E85,2014
Chevrolet,Equinox FWD,32,22,26,4,Front-Wheel Drive,Gasoline or E85,2014
Chevrolet,Captiva FWD,28,20,23,4,Front-Wheel Drive,Gasoline or E85,2014
Dodge,Journey FWD,26,19,21,4,Front-Wheel Drive,Regular,2014
Dodge,Journey FWD,25,17,19,6,Front-Wheel Drive,Gasoline or E85,2014
GMC,Terrain FWD,32,22,26,4,Front-Wheel Drive,Gasoline or E85,2014
Mercedes-Benz,GLK350,25,19,21,6,Rear-Wheel Drive,Premium,2014
Dodge,Journey AWD,24,16,19,6,All-Wheel Drive,Regular,2014
Jeep,Wrangler Unlimited 4WD,20,16,18,6,4-Wheel Drive,Regular,2014
Jeep,Wrangler Unlimited 4WD,21,16,18,6,4-Wheel Drive,Regular,2014
Jeep,Wrangler 4WD,21,17,18,6,4-Wheel Drive,Regular,2014
Porsche,Cayenne S Hybrid,24,20,21,6,All-Wheel Drive,Premium,2014
Ford,Focus Electric,99,110,105,,Front-Wheel Drive,Electricity,2014
SRT,Viper,19,12,15,10,Rear-Wheel Drive,Premium,2014
Infiniti,Q60 AWD Coupe,25,18,20,6,All-Wheel Drive,Premium,2014
Infiniti,Q60 Convertible,26,18,20,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q60 Convertible,24,16,19,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q60 Coupe,27,19,22,6,Rear-Wheel Drive,Premium,2014
Infiniti,Q60 Coupe,25,17,20,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,ML350,24,18,20,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,GL550 4matic,18,13,15,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,GL63 AMG,17,13,14,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,ML350 4matic,22,17,19,6,4-Wheel Drive,Premium,2014
Mercedes-Benz,ML63 AMG,17,13,15,8,4-Wheel Drive,Premium,2014
BMW,335i,30,20,23,6,Rear-Wheel Drive,Premium,2014
BMW,535i,30,20,23,6,Rear-Wheel Drive,Premium,2014
BMW,740Li xDrive,28,19,22,6,All-Wheel Drive,Premium,2014
Infiniti,QX50,25,17,20,6,Rear-Wheel Drive,Premium,2014
Infiniti,QX50 AWD,24,17,20,6,All-Wheel Drive,Premium,2014
MINI,Cooper Clubvan,35,28,31,4,Front-Wheel Drive,Premium,2014
Lotus,Evora,26,18,21,6,Rear-Wheel Drive,Premium,2014
Lotus,Evora,26,17,20,6,Rear-Wheel Drive,Premium,2014
Lotus,Evora,28,19,22,6,Rear-Wheel Drive,Premium,2014
Lotus,Evora,28,19,22,6,Rear-Wheel Drive,Premium,2014
Subaru,BRZ,30,22,25,4,Rear-Wheel Drive,Premium,2014
Subaru,BRZ,34,25,28,4,Rear-Wheel Drive,Premium,2014
Maserati,GranTurismo Convertible,20,13,15,8,Rear-Wheel Drive,Premium,2014
BMW,328i,35,23,27,4,Rear-Wheel Drive,Premium,2014
BMW,328i,34,22,26,4,Rear-Wheel Drive,Premium,2014
BMW,328i xDrive,33,22,26,4,All-Wheel Drive,Premium,2014
BMW,320i,36,23,27,4,Rear-Wheel Drive,Premium,2014
BMW,335i xDrive,28,20,23,6,All-Wheel Drive,Premium,2014
Chrysler,200 Convertible,29,18,22,4,Front-Wheel Drive,Regular,2014
Chrysler,200 Convertible,29,19,22,6,Front-Wheel Drive,Gasoline or E85,2014
Mazda,2,35,29,32,4,Front-Wheel Drive,Regular,2014
Mazda,2,34,28,30,4,Front-Wheel Drive,Regular,2014
Rolls-Royce,Phantom Drophead Coupe,19,11,14,12,Rear-Wheel Drive,Premium,2014
Subaru,Impreza AWD,34,25,28,4,All-Wheel Drive,Regular,2014
Subaru,Impreza AWD,36,27,30,4,All-Wheel Drive,Regular,2014
Volkswagen,Jetta Hybrid,48,42,45,4,Front-Wheel Drive,Premium,2014
Volkswagen,GTI,32,24,27,4,Front-Wheel Drive,Premium,2014
Volkswagen,GTI,31,21,25,4,Front-Wheel Drive,Premium,2014
BMW,528i xDrive,33,22,26,4,All-Wheel Drive,Premium,2014
BMW,535i xDrive,29,20,23,6,All-Wheel Drive,Premium,2014
BMW,535d,38,26,30,6,Rear-Wheel Drive,Diesel,2014
BMW,535d xDrive,37,26,30,6,All-Wheel Drive,Diesel,2014
BMW,550i,25,17,20,8,Rear-Wheel Drive,Premium,2014
BMW,550i xDrive,24,16,19,8,All-Wheel Drive,Premium,2014
Buick,LaCrosse,28,18,21,6,Front-Wheel Drive,Regular,2014
Buick,Regal,30,21,24,4,Front-Wheel Drive,Regular,2014
Buick,Regal,31,19,23,4,Front-Wheel Drive,Regular,2014
Buick,Regal,31,20,24,4,Front-Wheel Drive,Regular,2014
Chrysler,200,30,21,24,4,Front-Wheel Drive,Regular,2014
Chrysler,200,31,20,24,4,Front-Wheel Drive,Regular,2014
Chrysler,200,29,19,22,6,Front-Wheel Drive,Gasoline or E85,2014
Dodge,Avenger,30,21,24,4,Front-Wheel Drive,Regular,2014
Dodge,Avenger,31,20,24,4,Front-Wheel Drive,Regular,2014
Dodge,Avenger,29,19,22,6,Front-Wheel Drive,Gasoline or E85,2014
Dodge,Challenger,27,18,21,6,Rear-Wheel Drive,Midgrade,2014
Dodge,Challenger,25,15,18,8,Rear-Wheel Drive,Midgrade,2014
Jaguar,XF,23,15,18,8,Rear-Wheel Drive,Premium,2014
Jaguar,XF AWD,26,16,19,6,All-Wheel Drive,Premium,2014
Maserati,Ghibli V6 AWD,25,15,18,6,All-Wheel Drive,Premium,2014
Rolls-Royce,Wraith,21,13,15,12,Rear-Wheel Drive,Premium,2014
BMW,328i xDrive Gran Turismo,33,22,26,4,All-Wheel Drive,Premium,2014
BMW,535i Gran Turismo,28,19,22,6,Rear-Wheel Drive,Premium,2014
BMW,550i Gran Turismo,25,16,19,8,Rear-Wheel Drive,Premium,2014
BMW,550i xDrive Gran Turismo,24,16,19,8,All-Wheel Drive,Premium,2014
BMW,750i,25,17,20,8,Rear-Wheel Drive,Premium,2014
BMW,750Li,25,16,19,8,Rear-Wheel Drive,Premium,2014
BMW,750i xDrive,24,16,19,8,All-Wheel Drive,Premium,2014
BMW,750Li xDrive,24,16,19,8,All-Wheel Drive,Premium,2014
BMW,Alpina B7 SWB,25,16,19,8,Rear-Wheel Drive,Premium,2014
BMW,Alpina B7 LWB,25,16,19,8,Rear-Wheel Drive,Premium,2014
BMW,Alpina B7 SWB xDrive,24,16,19,8,All-Wheel Drive,Premium,2014
BMW,Alpina B7 LWB xDrive,24,16,19,8,All-Wheel Drive,Premium,2014
BMW,760Li,20,13,15,12,Rear-Wheel Drive,Premium,2014
Cadillac,XTS,28,18,21,6,Front-Wheel Drive,Regular,2014
Chrysler,300,25,15,18,8,Rear-Wheel Drive,Midgrade,2014
Chrysler,300 AWD,27,18,21,6,All-Wheel Drive,Regular,2014
Chrysler,300 AWD,27,18,21,6,All-Wheel Drive,Gasoline or E85,2014
Chrysler,300 AWD,23,15,18,8,All-Wheel Drive,Midgrade,2014
Dodge,Charger,27,18,21,6,Rear-Wheel Drive,Regular,2014
Dodge,Charger,27,18,21,6,Rear-Wheel Drive,Gasoline or E85,2014
