make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Dodge,Charger,25,15,18,8,Rear-Wheel Drive,Midgrade,2014
Dodge,Charger AWD,27,18,21,6,All-Wheel Drive,Regular,2014
Dodge,Charger AWD,27,18,21,6,All-Wheel Drive,Gasoline or E85,2014
Dodge,Charger AWD,23,15,18,8,All-Wheel Drive,Midgrade,2014
Jaguar,XJ,23,15,18,8,Rear-Wheel Drive,Premium,2014
Jaguar,XJL,23,15,18,8,Rear-Wheel Drive,Premium,2014
Jaguar,XJ AWD,24,16,19,6,All-Wheel Drive,Premium,2014
Jaguar,XJL AWD,24,16,19,6,All-Wheel Drive,Premium,2014
Maserati,Quattroporte SQ4 V6,24,15,18,6,All-Wheel Drive,Premium,2014
Rolls-Royce,Phantom,19,11,14,12,Rear-Wheel Drive,Premium,2014
Rolls-Royce,Phantom EWB,19,11,14,12,Rear-Wheel Drive,Premium,2014
Rolls-Royce,Ghost,21,13,15,12,Rear-Wheel Drive,Premium,2014
Rolls-Royce,Ghost EWB,21,13,15,12,Rear-Wheel Drive,Premium,2014
Subaru,Impreza Wagon AWD,33,25,28,4,All-Wheel Drive,Regular,2014
Subaru,Impreza Wagon AWD,36,27,30,4,All-Wheel Drive,Regular,2014
Honda,CR-V 2WD,31,23,26,4,Front-Wheel Drive,Regular,2014
Mazda,CX-9 2WD,24,17,19,6,Front-Wheel Drive,Regular,2014
Audi,SQ5,23,16,19,6,All-Wheel Drive,Premium,2014
Honda,CR-V 4WD,30,22,25,4,All-Wheel Drive,Regular,2014
Mazda,CX-9 4WD,22,16,18,6,4-Wheel Drive,Regular,2014
Mercedes-Benz,GLK350 4matic,25,18,21,6,4-Wheel Drive,Premium,2014
Subaru,XV Crosstrek AWD,30,23,26,4,All-Wheel Drive,Regular,2014
Subaru,XV Crosstrek AWD,33,25,28,4,All-Wheel Drive,Regular,2014
Cadillac,SRX 2WD,24,17,19,6,Front-Wheel Drive,Regular,2014
Toyota,Sequoia 2WD,17,13,15,8,Rear-Wheel Drive,Regular,2014
BMW,X5 xDrive35i,27,18,21,6,All-Wheel Drive,Premium,2014
BMW,X5 xDrive50i,22,14,17,8,All-Wheel Drive,Premium,2014
Mercedes-Benz,ML350 Bluetec 4matic,28,20,23,6,4-Wheel Drive,Diesel,2014
Mercedes-Benz,ML550 4matic,19,14,16,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,GL450 4matic,19,14,16,8,4-Wheel Drive,Premium,2014
Toyota,Sequoia 4WD FFV,17,13,14,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Toyota,Sequoia 4WD,17,13,14,8,Part-time 4-Wheel Drive,Regular,2014
Mazda,3 4-Door,41,30,34,4,Front-Wheel Drive,Regular,2014
Mazda,3 4-Door,41,29,33,4,Front-Wheel Drive,Regular,2014
Nissan,Altima,38,27,31,4,Front-Wheel Drive,Regular,2014
Nissan,Altima,31,22,25,6,Front-Wheel Drive,Regular,2014
Toyota,Tundra 2WD,20,16,17,6,Rear-Wheel Drive,Regular,2014
Toyota,Tundra 2WD,19,15,16,8,Rear-Wheel Drive,Regular,2014
Toyota,Tundra 2WD,18,13,15,8,Rear-Wheel Drive,Regular,2014
Toyota,Tundra 4WD,18,14,16,8,Part-time 4-Wheel Drive,Regular,2014
Toyota,Tundra 4WD,17,13,15,8,Part-time 4-Wheel Drive,Regular,2014
Toyota,Tundra 4WD FFV,17,13,15,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Toyota,Venza,26,20,23,4,Front-Wheel Drive,Regular,2014
Toyota,Venza,26,19,22,6,Front-Wheel Drive,Regular,2014
Toyota,Venza 4WD,26,20,22,4,All-Wheel Drive,Regular,2014
Toyota,Venza 4WD,25,18,21,6,All-Wheel Drive,Regular,2014
Chevrolet,Corvette,28,16,20,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SL65 AMG,21,14,17,12,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,SLS AMG Black Series Coupe,17,13,14,8,Rear-Wheel Drive,Premium,2014
Scion,FR-S,30,22,25,4,Rear-Wheel Drive,Premium,2014
Scion,FR-S,34,25,28,4,Rear-Wheel Drive,Premium,2014
BMW,428i Coupe,35,23,27,4,Rear-Wheel Drive,Premium,2014
BMW,428i Coupe,34,22,26,4,Rear-Wheel Drive,Premium,2014
BMW,428i xDrive Coupe,33,22,26,4,All-Wheel Drive,Premium,2014
BMW,435i Coupe,32,22,25,6,Rear-Wheel Drive,Premium,2014
BMW,435i Coupe,30,20,23,6,Rear-Wheel Drive,Premium,2014
BMW,435i xDrive Coupe,30,20,24,6,All-Wheel Drive,Premium,2014
BMW,435i xDrive Coupe,28,20,23,6,All-Wheel Drive,Premium,2014
Mazda,3 4-Door,39,28,32,4,Front-Wheel Drive,Regular,2014
Mazda,3 4-Door,39,28,32,4,Front-Wheel Drive,Regular,2014
Mercedes-Benz,C300 4matic,27,20,22,6,4-Wheel Drive,Premium,2014
Rolls-Royce,Phantom Coupe,19,11,14,12,Rear-Wheel Drive,Premium,2014
Buick,Regal AWD,27,19,22,4,All-Wheel Drive,Regular,2014
Dodge,Challenger,23,15,18,8,Rear-Wheel Drive,Premium,2014
Dodge,Challenger SRT8,23,14,17,8,Rear-Wheel Drive,Premium,2014
Dodge,Challenger SRT8,23,14,17,8,Rear-Wheel Drive,Premium,2014
Mazda,3 5-Door,37,27,31,4,Front-Wheel Drive,Regular,2014
Mazda,3 5-Door,38,28,32,4,Front-Wheel Drive,Regular,2014
Toyota,Camry,35,25,28,4,Front-Wheel Drive,Regular,2014
Toyota,Camry Hybrid LE,39,43,41,4,Front-Wheel Drive,Regular,2014
Toyota,Camry Hybrid XLE/SE,38,40,40,4,Front-Wheel Drive,Regular,2014
Toyota,Camry,31,21,25,6,Front-Wheel Drive,Regular,2014
Chevrolet,SS,21,14,17,8,Rear-Wheel Drive,Regular,2014
Chrysler,300,31,19,23,6,Rear-Wheel Drive,Regular,2014
Chrysler,300,31,19,23,6,Rear-Wheel Drive,Gasoline or E85,2014
Chrysler,300 SRT8,23,14,17,8,Rear-Wheel Drive,Premium,2014
Dodge,Charger,31,19,23,6,Rear-Wheel Drive,Regular,2014
Dodge,Charger,31,19,23,6,Rear-Wheel Drive,Gasoline or E85,2014
Dodge,Charger SRT8,23,14,17,8,Rear-Wheel Drive,Premium,2014
Jeep,Patriot FWD,30,23,26,4,Front-Wheel Drive,Regular,2014
Mercedes-Benz,GLK250 Bluetec 4matic,33,24,28,4,4-Wheel Drive,Diesel,2014
BMW,X5 sDrive35i,27,19,22,6,Rear-Wheel Drive,Premium,2014
Dodge,Durango AWD,24,17,19,6,4-Wheel Drive,Gasoline or E85,2014
Land Rover,Range Rover Sport FFV,23,17,19,6,Rear-Wheel Drive,Premium or E85,2014
Mercedes-Benz,GL350 Bluetec 4matic,26,19,22,6,4-Wheel Drive,Diesel,2014
Scion,xD,33,27,29,4,Front-Wheel Drive,Regular,2014
Scion,xD,33,27,29,4,Front-Wheel Drive,Regular,2014
Bentley,Mulsanne,18,11,13,8,Rear-Wheel Drive,Premium,2014
Chevrolet,Malibu,36,25,29,4,Front-Wheel Drive,Regular,2014
Ford,Fusion Hybrid FWD,41,44,42,4,Front-Wheel Drive,Regular,2014
Honda,Accord,34,26,29,4,Front-Wheel Drive,Regular,2014
Honda,Accord,32,21,25,6,Front-Wheel Drive,Regular,2014
Honda,Accord,28,18,22,6,Front-Wheel Drive,Regular,2014
Lincoln,MKZ Hybrid FWD,37,38,38,4,Front-Wheel Drive,Regular,2014
Toyota,Prius v,40,44,42,4,Front-Wheel Drive,Regular,2014
Mazda,5,28,22,24,4,Front-Wheel Drive,Regular,2014
Mazda,5,28,21,24,4,Front-Wheel Drive,Regular,2014
Toyota,FJ Cruiser 2WD,20,16,18,6,Rear-Wheel Drive,Regular,2014
Toyota,FJ Cruiser 4WD,20,17,18,6,Part-time 4-Wheel Drive,Regular,2014
Toyota,FJ Cruiser 4WD,18,15,16,6,All-Wheel Drive,Regular,2014
Ford,Expedition 2WD FFV,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
Lincoln,Navigator 2WD FFV,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,Expedition 4WD FFV,18,13,15,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Lincoln,Navigator 4WD FFV,18,13,15,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Toyota,Land Cruiser Wagon 4WD,18,13,15,8,4-Wheel Drive,Regular,2014
Aston Martin,V8 Vantage,19,13,15,8,Rear-Wheel Drive,Premium,2014
Aston Martin,V8 Vantage,21,14,16,8,Rear-Wheel Drive,Premium,2014
Aston Martin,V8 Vantage S,19,13,15,8,Rear-Wheel Drive,Premium,2014
Aston Martin,V8 Vantage S,21,14,16,8,Rear-Wheel Drive,Premium,2014
Fiat,500,34,28,30,4,Front-Wheel Drive,Premium,2014
Fiat,500 Abarth,34,28,30,4,Front-Wheel Drive,Premium,2014
Acura,TSX,31,22,26,4,Front-Wheel Drive,Premium,2014
Acura,TSX,29,21,24,4,Front-Wheel Drive,Premium,2014
Acura,TSX,28,19,23,6,Front-Wheel Drive,Premium,2014
Honda,Insight,44,41,42,4,Front-Wheel Drive,Regular,2014
Honda,Insight,44,41,42,4,Front-Wheel Drive,Regular,2014
Mitsubishi,Mirage,42,34,37,3,Front-Wheel Drive,Regular,2014
Mitsubishi,Mirage,44,37,40,3,Front-Wheel Drive,Regular,2014
Acura,TL 2WD,29,20,23,6,Front-Wheel Drive,Premium,2014
Acura,TL 4WD,26,18,21,6,All-Wheel Drive,Premium,2014
Acura,TL 4WD,25,17,20,6,All-Wheel Drive,Premium,2014
Honda,Accord,34,24,28,4,Front-Wheel Drive,Regular,2014
Honda,Accord,36,27,30,4,Front-Wheel Drive,Regular,2014
Honda,Accord,34,21,26,6,Front-Wheel Drive,Regular,2014
Jaguar,XF FFV,23,15,18,8,Rear-Wheel Drive,Premium or E85,2014
Jaguar,XF FFV,28,17,21,6,Rear-Wheel Drive,Premium or E85,2014
Nissan,Maxima,26,19,22,6,Front-Wheel Drive,Premium,2014
Jaguar,XJ FFV,23,15,18,8,Rear-Wheel Drive,Premium or E85,2014
Jaguar,XJL FFV,23,15,18,8,Rear-Wheel Drive,Premium or E85,2014
Jaguar,XJ FFV,27,18,21,6,Rear-Wheel Drive,Premium or E85,2014
Jaguar,XJL FFV,27,17,20,6,Rear-Wheel Drive,Premium or E85,2014
Porsche,Panamera,28,18,22,6,Rear-Wheel Drive,Premium,2014
Porsche,Panamera 4,27,18,21,6,All-Wheel Drive,Premium,2014
Porsche,Panamera 4S Executive,26,17,20,6,All-Wheel Drive,Premium,2014
Porsche,Panamera GTS,24,16,19,8,All-Wheel Drive,Premium,2014
Porsche,Panamera Turbo,24,15,18,8,All-Wheel Drive,Premium,2014
Porsche,Panamera Turbo Executive,24,15,18,8,All-Wheel Drive,Premium,2014
Acura,TSX Wagon,30,22,25,4,Front-Wheel Drive,Premium,2014
Honda,Ridgeline Truck 4WD,21,15,17,6,All-Wheel Drive,Regular,2014
Ford,E150 Van FFV,16,12,14,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E250 Van FFV,16,12,14,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E350 Van FFV,16,12,13,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E150 Van FFV,16,13,15,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E250 Van FFV,16,13,15,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E150 Wagon FFV,16,12,13,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E350 Wagon FFV,15,11,13,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,E350 Wagon,13,10,11,10,Rear-Wheel Drive,Regular,2014
Nissan,Quest,25,19,21,6,Front-Wheel Drive,Regular,2014
Toyota,Sienna 2WD,25,18,21,6,Front-Wheel Drive,Regular,2014
Toyota,Sienna AWD,23,16,19,6,All-Wheel Drive,Regular,2014
Honda,Pilot 2WD,25,18,21,6,Front-Wheel Drive,Regular,2014
Hyundai,Tucson 2WD,28,21,24,4,Front-Wheel Drive,Regular,2014
Hyundai,Tucson 2WD,29,23,25,4,Front-Wheel Drive,Regular,2014
Jeep,Cherokee FWD,28,19,22,6,Front-Wheel Drive,Regular,2014
Jeep,Cherokee FWD,31,22,25,4,Front-Wheel Drive,Regular,2014
Lexus,RX 350,25,18,21,6,Front-Wheel Drive,Regular,2014
Lexus,RX 450h,28,32,30,6,Front-Wheel Drive,Premium,2014
Honda,Pilot 4WD,24,17,20,6,All-Wheel Drive,Regular,2014
Hyundai,Tucson 4WD,25,20,22,4,4-Wheel Drive,Regular,2014
Hyundai,Tucson 4WD,25,21,23,4,4-Wheel Drive,Regular,2014
Jeep,Cherokee 4WD,28,21,24,4,All-Wheel Drive,Regular,2014
Jeep,Cherokee 4WD,27,19,22,6,All-Wheel Drive,Regular,2014
Lexus,RX 350 AWD,24,18,20,6,All-Wheel Drive,Regular,2014
Lexus,RX 350 AWD,26,18,21,6,All-Wheel Drive,Regular,2014
Lexus,RX 450h AWD,28,30,29,6,All-Wheel Drive,Premium,2014
Land Rover,Range Rover FFV,19,14,16,8,4-Wheel Drive,Premium or E85,2014
Land Rover,Range Rover FFV,23,17,19,6,4-Wheel Drive,Premium or E85,2014
Land Rover,Range Rover Sport FFV,19,14,16,8,4-Wheel Drive,Premium or E85,2014
Lexus,LX 570,17,12,14,8,4-Wheel Drive,Premium,2014
Fiat,500e,108,122,116,,Front-Wheel Drive,Electricity,2014
smart,fortwo electric drive convertible,93,122,107,,Rear-Wheel Drive,Electricity,2014
smart,fortwo electric drive coupe,93,122,107,,Rear-Wheel Drive,Electricity,2014
Honda,Accord Hybrid,45,50,47,4,Front-Wheel Drive,Regular,2014
Mercedes-Benz,E250 Bluetec,42,28,33,4,Rear-Wheel Drive,Diesel,2014
Mercedes-Benz,E250 Bluetec 4matic,38,27,31,4,4-Wheel Drive,Diesel,2014
Toyota,Corolla,36,27,31,4,Front-Wheel Drive,Regular,2014
Toyota,Corolla,38,29,32,4,Front-Wheel Drive,Regular,2014
Toyota,Corolla,37,29,32,4,Front-Wheel Drive,Regular,2014
Toyota,Corolla,37,28,31,4,Front-Wheel Drive,Regular,2014
Toyota,Corolla LE Eco,42,30,35,4,Front-Wheel Drive,Regular,2014
Toyota,Corolla LE Eco,40,30,34,4,Front-Wheel Drive,Regular,2014
Toyota,Tacoma 2WD,24,19,21,4,Rear-Wheel Drive,Regular,2014
Toyota,Tacoma 2WD,25,21,23,4,Rear-Wheel Drive,Regular,2014
Toyota,Tacoma 2WD,21,17,19,6,Rear-Wheel Drive,Regular,2014
Toyota,Tacoma 2WD,21,16,18,6,Rear-Wheel Drive,Regular,2014
Toyota,Tacoma 4WD,21,18,19,4,Part-time 4-Wheel Drive,Regular,2014
Toyota,Tacoma 4WD,21,18,19,4,Part-time 4-Wheel Drive,Regular,2014
Toyota,Tacoma 4WD,21,16,18,6,Part-time 4-Wheel Drive,Regular,2014
Toyota,Tacoma 4WD,19,16,17,6,Part-time 4-Wheel Drive,Regular,2014
Nissan,Titan 2WD,18,13,15,8,Rear-Wheel Drive,Regular,2014
Nissan,Titan 2WD,18,13,15,8,Rear-Wheel Drive,Gasoline or E85,2014
Nissan,Titan 4WD,17,12,14,8,4-Wheel Drive,Regular,2014
Nissan,Titan 4WD,17,12,14,8,4-Wheel Drive,Gasoline or E85,2014
Jeep,Cherokee 4WD Active Drive II,27,21,23,4,4-Wheel Drive,Regular,2014
Jeep,Cherokee 4WD Active Drive II,26,19,21,6,4-Wheel Drive,Regular,2014
Dodge,Durango RWD,25,18,20,6,Rear-Wheel Drive,Gasoline or E85,2014
Dodge,Durango RWD,23,14,17,8,Rear-Wheel Drive,Midgrade,2014
Nissan,Armada 2WD,19,13,15,8,Rear-Wheel Drive,Regular,2014
Nissan,Armada 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2014
Dodge,Durango AWD,22,14,16,8,4-Wheel Drive,Midgrade,2014
Nissan,Armada 4WD,18,12,14,8,4-Wheel Drive,Regular,2014
Nissan,Armada 4WD,18,12,14,8,4-Wheel Drive,Gasoline or E85,2014
Toyota,RAV4 EV,74,78,76,,Front-Wheel Drive,Electricity,2014
Honda,CR-Z,39,36,37,4,Front-Wheel Drive,Regular,2014
Honda,CR-Z,38,31,34,4,Front-Wheel Drive,Regular,2014
Lexus,IS 350 C,27,19,22,6,Rear-Wheel Drive,Premium,2014
Lexus,IS 250 C,30,21,24,6,Rear-Wheel Drive,Premium,2014
Volkswagen,Beetle Convertible,31,23,26,4,Front-Wheel Drive,Premium,2014
BMW,ActiveHybrid 3,33,25,28,6,Rear-Wheel Drive,Premium,2014
Volkswagen,Beetle,31,23,26,4,Front-Wheel Drive,Premium,2014
BMW,ActiveHybrid 5,30,23,26,6,Rear-Wheel Drive,Premium,2014
Cadillac,CTS Sedan,29,18,22,6,Rear-Wheel Drive,Regular,2014
Kia,Optima,31,20,24,4,Front-Wheel Drive,Regular,2014
Kia,Optima,34,23,27,4,Front-Wheel Drive,Regular,2014
Maserati,Ghibli V6,25,15,19,6,Rear-Wheel Drive,Premium,2014
BMW,ActiveHybrid 7L,30,22,25,6,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,S550,25,17,20,8,Rear-Wheel Drive,Premium,2014
Porsche,Panamera S,27,17,21,6,Rear-Wheel Drive,Premium,2014
Porsche,Panamera 4S,27,17,21,6,All-Wheel Drive,Premium,2014
Ford,E350 Van,14,10,12,10,Rear-Wheel Drive,Regular,2014
Hyundai,Santa Fe 2WD,25,18,21,6,Front-Wheel Drive,Regular,2014
Hyundai,Santa Fe Sport 2WD,27,20,23,4,Front-Wheel Drive,Regular,2014
Hyundai,Santa Fe Sport 2WD,27,19,22,4,Front-Wheel Drive,Regular,2014
Kia,Sportage 2WD,26,20,23,4,Front-Wheel Drive,Regular,2014
Hyundai,Santa Fe Sport 4WD,25,19,21,4,4-Wheel Drive,Regular,2014
Hyundai,Santa Fe Sport 4WD,24,18,21,4,4-Wheel Drive,Regular,2014
Hyundai,Santa Fe 4WD,24,18,20,6,4-Wheel Drive,Regular,2014
Jeep,Cherokee Trailhawk 4WD,25,18,20,6,4-Wheel Drive,Regular,2014
Kia,Sportage 4WD,24,19,21,4,4-Wheel Drive,Regular,2014
Toyota,4Runner 2WD,22,17,19,6,Rear-Wheel Drive,Regular,2014
Toyota,4Runner 4WD,21,17,18,6,Part-time 4-Wheel Drive,Regular,2014
Toyota,4Runner 4WD,21,17,18,6,All-Wheel Drive,Regular,2014
Mercedes-Benz,CLA250,38,26,30,4,Front-Wheel Drive,Premium,2014
Hyundai,Sonata,35,24,28,4,Front-Wheel Drive,Regular,2014
Nissan,Murano FWD,24,18,20,6,Front-Wheel Drive,Regular,2014
Nissan,Murano AWD,23,18,20,6,All-Wheel Drive,Regular,2014
Lexus,GX 460,20,15,17,8,4-Wheel Drive,Premium,2014
smart,fortwo coupe,38,34,36,3,Rear-Wheel Drive,Premium,2014
smart,fortwo cabriolet,38,34,36,3,Rear-Wheel Drive,Premium,2014
Porsche,911 Turbo,24,17,20,6,4-Wheel Drive,Premium,2014
Porsche,911 Turbo Cabriolet,24,17,20,6,4-Wheel Drive,Premium,2014
Porsche,911 Turbo S,24,17,20,6,4-Wheel Drive,Premium,2014
Porsche,911 Turbo S Cabriolet,24,17,20,6,4-Wheel Drive,Premium,2014
Porsche,911 Targa 4,26,18,21,6,4-Wheel Drive,Premium,2014
Porsche,911 Targa 4,26,19,22,6,4-Wheel Drive,Premium,2014
Ford,Fiesta SFE FWD,43,31,36,3,Front-Wheel Drive,Regular,2014
Lexus,IS F,23,16,18,8,Rear-Wheel Drive,Premium,2014
Dodge,Dart,35,23,27,4,Front-Wheel Drive,Regular,2014
Dodge,Dart Aero,40,28,32,4,Front-Wheel Drive,Premium,2014
Dodge,Dart Aero,41,28,32,4,Front-Wheel Drive,Premium,2014
Dodge,Dart,34,24,27,4,Front-Wheel Drive,Gasoline or E85,2014
Dodge,Dart,36,25,29,4,Front-Wheel Drive,Regular,2014
Dodge,Dart GT,31,22,26,4,Front-Wheel Drive,Regular,2014
Dodge,Dart GT,33,23,27,4,Front-Wheel Drive,Regular,2014
Lexus,LS 460,24,16,19,8,Rear-Wheel Drive,Premium,2014
Lexus,LS 460 AWD,23,16,18,8,All-Wheel Drive,Premium,2014
Lexus,LS 460 L,24,16,19,8,Rear-Wheel Drive,Premium,2014
Lexus,LS 460 L AWD,23,16,18,8,All-Wheel Drive,Premium,2014
Lexus,ES 300h,39,40,40,4,Front-Wheel Drive,Regular,2014
Lexus,ES 350,31,21,24,6,Front-Wheel Drive,Regular,2014
Lexus,GS 350 AWD,26,19,21,6,All-Wheel Drive,Premium,2014
Lexus,GS 450h,34,29,31,6,Rear-Wheel Drive,Premium,2014
Lexus,LS 600h L,23,19,20,8,All-Wheel Drive,Premium,2014
Toyota,Avalon Hybrid,39,40,40,4,Front-Wheel Drive,Regular,2014
Toyota,Avalon,31,21,25,6,Front-Wheel Drive,Regular,2014
Toyota,Avalon,31,21,24,6,Front-Wheel Drive,Regular,2014
Toyota,Prius,48,51,50,4,Front-Wheel Drive,Regular,2014
Hyundai,Sonata,32,21,25,4,Front-Wheel Drive,Regular,2014
Kia,Soul,30,24,26,4,Front-Wheel Drive,Regular,2014
Kia,Soul,30,24,26,4,Front-Wheel Drive,Regular,2014
Kia,Soul ECO dynamics,31,24,27,4,Front-Wheel Drive,Regular,2014
Kia,Soul,31,23,26,4,Front-Wheel Drive,Regular,2014
Nissan,Juke,32,27,29,4,Front-Wheel Drive,Premium,2014
Nissan,Juke,31,25,27,4,Front-Wheel Drive,Premium,2014
Nissan,Juke AWD,30,25,27,4,All-Wheel Drive,Premium,2014
GMC,Sierra C15 2WD,21,15,17,8,Rear-Wheel Drive,Regular,2014
Ram,1500 HFE 2WD,25,18,21,6,Rear-Wheel Drive,Regular,2014
Chevrolet,Silverado K15 4WD,20,14,17,8,4-Wheel Drive,Regular,2014
GMC,Sierra K15 4WD,20,14,17,8,4-Wheel Drive,Regular,2014
Ford,E150 Wagon FFV,16,13,14,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,Transit Connect Wagon FWD,28,20,23,4,Front-Wheel Drive,Regular,2014
Ford,Transit Connect Van 2WD,29,21,24,4,Front-Wheel Drive,Regular,2014
Ford,Transit Connect Wagon LWB FWD,28,20,23,4,Front-Wheel Drive,Regular,2014
Honda,Crosstour 2WD,31,22,25,4,Front-Wheel Drive,Regular,2014
Honda,Crosstour 2WD,30,20,23,6,Front-Wheel Drive,Regular,2014
Jeep,Patriot FWD,27,22,24,4,Front-Wheel Drive,Regular,2014
Jeep,Compass FWD,27,22,24,4,Front-Wheel Drive,Regular,2014
Kia,Sportage 2WD,28,21,24,4,Front-Wheel Drive,Regular,2014
Honda,Crosstour 4WD,28,19,22,6,All-Wheel Drive,Regular,2014
Jeep,Cherokee Trailhawk 4WD,25,19,22,4,4-Wheel Drive,Regular,2014
Kia,Sportage 4WD,26,19,22,4,4-Wheel Drive,Regular,2014
Mercedes-Benz,G550,15,12,13,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,G63 AMG,14,12,13,8,4-Wheel Drive,Premium,2014
Toyota,Prius Plug-in Hybrid,49,51,50,4,Front-Wheel Drive,Regular Gas and Electricity,2014
Lexus,GS 350,29,19,23,6,Rear-Wheel Drive,Premium,2014
Nissan,Frontier 2WD,23,17,19,4,Rear-Wheel Drive,Regular,2014
Nissan,Frontier 2WD,23,19,21,4,Rear-Wheel Drive,Regular,2014
Nissan,Frontier 2WD,22,16,18,6,Rear-Wheel Drive,Regular,2014
Nissan,Frontier 2WD,22,16,19,6,Rear-Wheel Drive,Regular,2014
Nissan,Frontier 4WD,21,15,17,6,4-Wheel Drive,Regular,2014
Nissan,Frontier 4WD,21,16,18,6,4-Wheel Drive,Regular,2014
Ford,F150 Pickup 2WD,22,16,18,6,Rear-Wheel Drive,Regular,2014
Ford,F150 Pickup 2WD,22,16,18,6,Rear-Wheel Drive,Regular,2014
Ford,F150 Pickup 2WD,18,13,15,8,Rear-Wheel Drive,Regular,2014
Ford,F150 Pickup 2WD FFV,23,17,19,6,Rear-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 2WD FFV,23,17,19,6,Rear-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 2WD FFV,21,15,17,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 2WD FFV,21,15,17,8,Rear-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 4WD,21,15,17,6,Part-time 4-Wheel Drive,Regular,2014
Ford,F150 Pickup 4WD,21,15,17,6,Part-time 4-Wheel Drive,Regular,2014
Ford,F150 Pickup 4WD,16,12,13,8,Part-time 4-Wheel Drive,Regular,2014
Ford,F150 Pickup 4WD FFV,21,16,18,6,Part-time 4-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 4WD FFV,21,16,18,6,Part-time 4-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 4WD FFV,19,14,16,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Ford,F150 Pickup 4WD FFV,19,14,16,8,Part-time 4-Wheel Drive,Gasoline or E85,2014
Ford,F150 Raptor Pickup 4WD,16,11,13,8,Part-time 4-Wheel Drive,Regular,2014
Nissan,Xterra 2WD,22,16,18,6,Rear-Wheel Drive,Regular,2014
Nissan,Xterra 4WD,20,15,17,6,4-Wheel Drive,Regular,2014
Nissan,Xterra 4WD,20,16,17,6,4-Wheel Drive,Regular,2014
Infiniti,QX60 Hybrid FWD,28,26,26,4,Front-Wheel Drive,Regular,2014
Nissan,Pathfinder Hybrid 2WD,28,25,26,4,Front-Wheel Drive,Regular,2014
Infiniti,QX60 Hybrid AWD,28,25,26,4,All-Wheel Drive,Regular,2014
Nissan,Pathfinder Hybrid 4WD,27,25,26,4,4-Wheel Drive,Regular,2014
Lexus,CT 200h,40,43,42,4,Front-Wheel Drive,Regular,2014
Subaru,XV Crosstrek Hybrid AWD,33,29,31,4,All-Wheel Drive,Regular,2014
Porsche,911 GT3,20,15,17,6,Rear-Wheel Drive,Premium,2014
Fiat,500,34,27,30,4,Front-Wheel Drive,Premium,2014
Fiat,500,40,31,34,4,Front-Wheel Drive,Premium,2014
Porsche,911 Targa 4S,26,18,21,6,4-Wheel Drive,Premium,2014
Porsche,911 Targa 4S,25,18,21,6,4-Wheel Drive,Premium,2014
Hyundai,Veloster,31,24,27,4,Front-Wheel Drive,Regular,2014
Hyundai,Veloster,33,24,28,4,Front-Wheel Drive,Regular,2014
Kia,Rio Eco,37,28,31,4,Front-Wheel Drive,Regular,2014
Kia,Rio,37,27,31,4,Front-Wheel Drive,Regular,2014
Kia,Rio,37,27,31,4,Front-Wheel Drive,Regular,2014
Cadillac,CTS Sedan,24,16,18,6,Rear-Wheel Drive,Premium,2014
Dodge,Dart,35,22,27,4,Front-Wheel Drive,Regular,2014
Hyundai,Elantra GT,33,24,27,4,Front-Wheel Drive,Regular,2014
Hyundai,Elantra GT,34,24,28,4,Front-Wheel Drive,Regular,2014
Hyundai,Azera,29,19,23,6,Front-Wheel Drive,Regular,2014
Hyundai,Genesis,27,18,21,6,Rear-Wheel Drive,Regular,2014
Hyundai,Genesis R Spec,23,15,18,8,Rear-Wheel Drive,Premium,2014
Mercedes-Benz,S63 AMG 4matic,23,15,18,8,4-Wheel Drive,Premium,2014
Mercedes-Benz,S550 4matic,26,16,19,8,4-Wheel Drive,Premium,2014
Land Rover,LR2,24,17,20,4,4-Wheel Drive,Premium,2014
